# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo_uso	activo	reglas_impacto	generacion_leida	corrida0_generacion	corrida0_resultado_id	fuente_replay	uso_solicitado	origen_numerico	aptitud_uso	motivo_aptitud	camino_linaje	valor_materializado
RES-0001	milpa/tramite.yaml:tramite.mordida.discrecional:paga_mordida	conducta_p_asignado	SI	tramite.mordida.discrecional	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.discrecional:paga_mordida -> RES-0001 -> CORR-0001/RES-0001 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0002	milpa/tramite.yaml:tramite.mordida.discrecional:tramite_normal	conducta_p_asignado	SI	tramite.mordida.discrecional	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.discrecional:tramite_normal -> RES-0002 -> CORR-0001/RES-0002 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0003	milpa/tramite.yaml:tramite.mordida.discrecional:paga_mordida_encig2025	conducta_p_medido	SI	tramite.mordida.discrecional	GEN2	GEN2	RESULT-ENCIG-MOR-A-P-SOL1	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L99 · forense/replay-evidencia.tsv#CALC-ENCIG-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:tramite.mordida.discrecional:paga_mordida_encig2025 -> RESULT-ENCIG-MOR-A-P-SOL1 -> CALC-ENCIG-0001/RESULT-ENCIG-MOR-A-P-SOL1 -> encig25_base_datos_csv:DATO -> manifiesto:encig25_base_datos_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.085118
RES-0004	milpa/tramite.yaml:tramite.mordida.discrecional:tramite_normal_encig2025	conducta_p_medido	SI	tramite.mordida.discrecional	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.discrecional:tramite_normal_encig2025 -> RES-0004 -> CORR-0002/RES-0004 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0005	milpa/tramite.yaml:tramite.mordida.discrecional:solicitud_o_entrega_mordida_encuci2020	conducta_p_medido	SI	tramite.mordida.discrecional	GEN2	GEN2	RESULT-ENCUCI-A-P-CUALQUIERA	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L100 · forense/replay-evidencia.tsv#CALC-ENCUCI-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:tramite.mordida.discrecional:solicitud_o_entrega_mordida_encuci2020 -> RESULT-ENCUCI-A-P-CUALQUIERA -> CALC-ENCUCI-0001/RESULT-ENCUCI-A-P-CUALQUIERA -> encuci2020_bd_dbf:DATO -> manifiesto:encuci2020_bd_dbf [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.126006
RES-0006	milpa/tramite.yaml:tramite.mordida.discrecional:sin_solicitud_y_sin_entrega_encuci2020	conducta_p_derivado	SI	tramite.mordida.discrecional	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.discrecional:sin_solicitud_y_sin_entrega_encuci2020 -> RES-0006 -> CORR-0003/RES-0006 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0007	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal	conducta_p_asignado	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal -> RES-0007 -> CORR-0001/RES-0007 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0008	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida	conducta_p_asignado	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida -> RES-0008 -> CORR-0001/RES-0008 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0009	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_presencial	conducta_p_medido	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_presencial -> RES-0009 -> CORR-0002/RES-0009 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0010	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_presencial	conducta_p_derivado	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_presencial -> RES-0010 -> CORR-0002/RES-0010 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0011	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_digital	conducta_p_medido	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_digital -> RES-0011 -> CORR-0002/RES-0011 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0012	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_digital	conducta_p_derivado	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_digital -> RES-0012 -> CORR-0002/RES-0012 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0013	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_presencial_r2	conducta_p_medido	SI	tramite.mordida.con_registro	GEN2	GEN2	RESULT-ENCIG-MOR-B-P-PRE-SD	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L99 · forense/replay-evidencia.tsv#CALC-ENCIG-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_presencial_r2 -> RESULT-ENCIG-MOR-B-P-PRE-SD -> CALC-ENCIG-0001/RESULT-ENCIG-MOR-B-P-PRE-SD -> encig25_base_datos_csv:DATO -> manifiesto:encig25_base_datos_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.141041
RES-0014	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_presencial_r2	conducta_p_derivado	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_presencial_r2 -> RES-0014 -> CORR-0002/RES-0014 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0015	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_digital_r2	conducta_p_medido	SI	tramite.mordida.con_registro	GEN2	GEN2	RESULT-ENCIG-MOR-B-P-DIG-SD	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L99 · forense/replay-evidencia.tsv#CALC-ENCIG-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:tramite.mordida.con_registro:paga_mordida_encig2025_digital_r2 -> RESULT-ENCIG-MOR-B-P-DIG-SD -> CALC-ENCIG-0001/RESULT-ENCIG-MOR-B-P-DIG-SD -> encig25_base_datos_csv:DATO -> manifiesto:encig25_base_datos_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.029868
RES-0016	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_digital_r2	conducta_p_derivado	SI	tramite.mordida.con_registro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.mordida.con_registro:tramite_normal_encig2025_digital_r2 -> RES-0016 -> CORR-0002/RES-0016 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0017	milpa/tramite.yaml:tramite.gobierno_digital.coercitivo:rechaza_servicio	conducta_p_asignado	SI	tramite.gobierno_digital.coercitivo	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.gobierno_digital.coercitivo:rechaza_servicio -> RES-0017 -> CORR-0004/RES-0017 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0018	milpa/tramite.yaml:tramite.gobierno_digital.coercitivo:adopta	conducta_p_asignado	SI	tramite.gobierno_digital.coercitivo	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.gobierno_digital.coercitivo:adopta -> RES-0018 -> CORR-0004/RES-0018 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0019	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:adopta	conducta_p_asignado	SI	tramite.gobierno_digital.util_sin_coercion	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:adopta -> RES-0019 -> CORR-0005/RES-0019 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0020	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:rechaza_servicio	conducta_p_asignado	SI	tramite.gobierno_digital.util_sin_coercion	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:rechaza_servicio -> RES-0020 -> CORR-0005/RES-0020 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0021	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:adopta_encig2025_luz	conducta_p_medido	SI	tramite.gobierno_digital.util_sin_coercion	GEN2	GEN2	RESULT-ENCIG-MOR-C-P-ADOPTA	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L99 · forense/replay-evidencia.tsv#CALC-ENCIG-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:adopta_encig2025_luz -> RESULT-ENCIG-MOR-C-P-ADOPTA -> CALC-ENCIG-0001/RESULT-ENCIG-MOR-C-P-ADOPTA -> encig25_base_datos_csv:DATO -> manifiesto:encig25_base_datos_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.673393
RES-0022	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:rechaza_servicio_encig2025_luz	conducta_p_medido	SI	tramite.gobierno_digital.util_sin_coercion	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.gobierno_digital.util_sin_coercion:rechaza_servicio_encig2025_luz -> RES-0022 -> CORR-0002/RES-0022 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0023	milpa/tramite.yaml:tramite.evasion_norma:evade_norma	conducta_p_asignado	SI	tramite.evasion_norma	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.evasion_norma:evade_norma -> RES-0023 -> CORR-0006/RES-0023 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0024	milpa/tramite.yaml:tramite.evasion_norma:cumple_norma	conducta_p_asignado	SI	tramite.evasion_norma	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.evasion_norma:cumple_norma -> RES-0024 -> CORR-0006/RES-0024 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0025	milpa/tramite.yaml:tramite.evasion_norma:evade_norma_envipe2025	conducta_p_medido	SI	tramite.evasion_norma	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.evasion_norma:evade_norma_envipe2025 -> RES-0025 -> CORR-0007/RES-0025 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0026	milpa/tramite.yaml:tramite.evasion_norma:cumple_norma_envipe2025	conducta_p_medido	SI	tramite.evasion_norma	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:tramite.evasion_norma:cumple_norma_envipe2025 -> RES-0026 -> CORR-0007/RES-0026 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0027	milpa/tramite.yaml:civico.denuncia.miedo_desconfianza:denuncia_con_miedo_o_desconfianza	conducta_p_medido	SI	civico.denuncia.miedo_desconfianza	GEN2	GEN2	RESULT-ENVIPE-DEN-P-C2-U4	VERIFY-ESTRUCTURADO · forense/replay-evidencia.tsv#CALC-ENVIPE-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:civico.denuncia.miedo_desconfianza:denuncia_con_miedo_o_desconfianza -> RESULT-ENVIPE-DEN-P-C2-U4 -> CALC-ENVIPE-0001/RESULT-ENVIPE-DEN-P-C2-U4 -> envipe2025_csv:DATO -> manifiesto:envipe2025_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.294313
RES-0028	milpa/tramite.yaml:civico.denuncia.miedo_desconfianza:denuncia_por_otra_razon	conducta_p_derivado	SI	civico.denuncia.miedo_desconfianza	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.denuncia.miedo_desconfianza:denuncia_por_otra_razon -> RES-0028 -> CORR-0007/RES-0028 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0029	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:tiene_ahorros	conducta_p_medido	SI	dinero.ahorro.tiene_ahorros	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:tiene_ahorros -> RES-0029 -> CORR-0008/RES-0029 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0030	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:no_tiene_ahorros	conducta_p_medido	SI	dinero.ahorro.tiene_ahorros	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:no_tiene_ahorros -> RES-0030 -> CORR-0008/RES-0030 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0031	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:tiene_ahorros_enif2024	conducta_p_medido	SI	dinero.ahorro.tiene_ahorros	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:tiene_ahorros_enif2024 -> RES-0031 -> CORR-0009/RES-0031 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0032	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:no_tiene_ahorros_enif2024	conducta_p_medido	SI	dinero.ahorro.tiene_ahorros	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.tiene_ahorros:no_tiene_ahorros_enif2024 -> RES-0032 -> CORR-0009/RES-0032 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0033	milpa/tramite.yaml:familia.apoyo.recibe_dinero_familiares:recibe_dinero_familiares_para_vejez	conducta_p_medido	SI	familia.apoyo.recibe_dinero_familiares	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:familia.apoyo.recibe_dinero_familiares:recibe_dinero_familiares_para_vejez -> RES-0033 -> CORR-0010/RES-0033 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0034	milpa/tramite.yaml:familia.apoyo.recibe_dinero_familiares:no_recibe_dinero_familiares_para_vejez	conducta_p_medido	SI	familia.apoyo.recibe_dinero_familiares	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:familia.apoyo.recibe_dinero_familiares:no_recibe_dinero_familiares_para_vejez -> RES-0034 -> CORR-0010/RES-0034 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0035	milpa/tramite.yaml:familia.seguro.volatilidad_ausencia_estado:recibe_remesas	conducta_p_medido	SI	familia.seguro.volatilidad_ausencia_estado	GEN2	GEN2	RESULT-B-ENIGH-2022-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@66eed1b4f4a3 · forense/replay-evidencia.tsv#CALC-B-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:familia.seguro.volatilidad_ausencia_estado:recibe_remesas -> RESULT-B-ENIGH-2022-P -> CALC-B-0001/RESULT-B-ENIGH-2022-P -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas	0.045694
RES-0036	milpa/tramite.yaml:familia.seguro.volatilidad_ausencia_estado:no_recibe_remesas	conducta_p_derivado	SI	familia.seguro.volatilidad_ausencia_estado	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:familia.seguro.volatilidad_ausencia_estado:no_recibe_remesas -> RES-0036 -> CORR-0011/RES-0036 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0037	milpa/tramite.yaml:dinero.planeacion.formal_estable:tiene_afore	conducta_p_medido	SI	dinero.planeacion.formal_estable	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.planeacion.formal_estable:tiene_afore -> RES-0037 -> CORR-0012/RES-0037 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0038	milpa/tramite.yaml:dinero.planeacion.formal_estable:no_tiene_afore	conducta_p_medido	SI	dinero.planeacion.formal_estable	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.planeacion.formal_estable:no_tiene_afore -> RES-0038 -> CORR-0012/RES-0038 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0039	milpa/tramite.yaml:civico.denuncia.con_seguro:denuncia	conducta_p_medido	SI	civico.denuncia.con_seguro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.denuncia.con_seguro:denuncia -> RES-0039 -> CORR-0007/RES-0039 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0040	milpa/tramite.yaml:civico.denuncia.con_seguro:no_denuncia	conducta_p_medido	SI	civico.denuncia.con_seguro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.denuncia.con_seguro:no_denuncia -> RES-0040 -> CORR-0007/RES-0040 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0041	milpa/tramite.yaml:civico.denuncia.sin_seguro:denuncia	conducta_p_medido	SI	civico.denuncia.sin_seguro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.denuncia.sin_seguro:denuncia -> RES-0041 -> CORR-0007/RES-0041 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0042	milpa/tramite.yaml:civico.denuncia.sin_seguro:no_denuncia	conducta_p_medido	SI	civico.denuncia.sin_seguro	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:civico.denuncia.sin_seguro:no_denuncia -> RES-0042 -> CORR-0007/RES-0042 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0043	milpa/tramite.yaml:familia.union.libre:union_libre	conducta_p_medido	SI	familia.union.libre	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:familia.union.libre:union_libre -> RES-0043 -> CORR-0013/RES-0043 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0044	milpa/tramite.yaml:familia.union.libre:matrimonio_directo	conducta_p_medido	SI	familia.union.libre	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:familia.union.libre:matrimonio_directo -> RES-0044 -> CORR-0013/RES-0044 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0045	milpa/tramite.yaml:familia.cuidado.recae_mujeres_40mas:share_horas_mujeres_40mas	conducta_p_medido	SI	familia.cuidado.recae_mujeres_40mas	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:familia.cuidado.recae_mujeres_40mas:share_horas_mujeres_40mas -> RES-0045 -> CORR-0014/RES-0045 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0046	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_corto	conducta_p_medido	SI	dinero.ahorro.horizonte_corto	GEN2	GEN2	RESULT-ENIF-AHO-A-P-CORTO-SIN-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L101 · forense/replay-evidencia.tsv#CALC-ENIF-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_corto -> RESULT-ENIF-AHO-A-P-CORTO-SIN-P -> CALC-ENIF-0001/RESULT-ENIF-AHO-A-P-CORTO-SIN-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.541343
RES-0047	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_no_corto	conducta_p_asignado	SI	dinero.ahorro.horizonte_corto	LEGACY-GEN1			NO-CORRIDA	LEGACY-NO-DECLARADO	INDETERMINADO	NO-EVALUADA	el consumidor legacy no declara un uso GEN2	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_no_corto -> RES-0047 -> CORR-0015/RES-0047 -> DEMANDA-PENDIENTE	NO-DECLARADO-EN-EL-REGISTRO
RES-0048	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_corto	conducta_p_medido	SI	dinero.ahorro.horizonte_no_corto_con_seguridad_social	GEN2	GEN2	RESULT-ENIF-AHO-A-P-CORTO-CON-P	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L101 · forense/replay-evidencia.tsv#CALC-ENIF-0001	MEDICION-GEN2	NUEVO	APTA-POR-LINAJE	origen NUEVO; no certifica compatibilidad semántica del estimando con el parámetro	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_corto -> RESULT-ENIF-AHO-A-P-CORTO-CON-P -> CALC-ENIF-0001/RESULT-ENIF-AHO-A-P-CORTO-CON-P -> enif_2024_enif_2024_bd_csv:DATO -> manifiesto:enif_2024_enif_2024_bd_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE]	0.37313
