serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-10	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	10	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=10/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=10/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=10/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-11	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	11	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=11/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=11/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=11/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-12	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	12	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=12/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=12/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=12/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-13	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	13	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=13/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=13/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=13/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-14	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	14	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=14/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=14/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=14/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-15	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	15	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=15/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=15/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=15/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-16	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	16	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=16/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=16/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=16/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-17	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	17	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=17/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=17/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=17/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-18	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	18	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=18/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=18/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=18/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-19	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	19	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=19/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=19/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=19/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-20	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	20	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=20/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=20/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=20/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-21	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	21	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=21/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=21/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=21/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-22	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	22	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=22/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=22/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=22/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-23	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	23	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=23/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=23/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=23/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-24	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	24	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=24/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=24/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=24/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-25	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	25	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=25/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=25/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=25/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-26	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	26	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=26/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=26/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=26/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-27	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	27	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=27/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=27/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=27/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-28	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	28	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=28/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=28/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=28/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-29	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	29	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=29/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=29/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=29/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-30	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	30	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=30/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=30/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=30/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-31	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	31	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=31/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=31/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=31/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ENTIDAD-32	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	entidad	32	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=32/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=32/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=entidad&categoria=32/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ESCOLARIDAD-BASICA	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	escolaridad	basica	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=basica/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=basica/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=basica/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	escolaridad	media_superior	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=media_superior/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=media_superior/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=media_superior/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ESCOLARIDAD-NINGUNO	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	escolaridad	ninguno	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=ninguno/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=ninguno/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=ninguno/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	escolaridad	superior	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=superior/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=superior/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=escolaridad&categoria=superior/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-LOCALIDAD-C	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	localidad	C	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=C/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=C/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=C/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-LOCALIDAD-R	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	localidad	R	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=R/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=R/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=R/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-LOCALIDAD-U	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	localidad	U	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=U/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=U/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=localidad&categoria=U/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-NACIONAL-MX	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	nacional	MX	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=nacional&categoria=MX/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=nacional&categoria=MX/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=nacional&categoria=MX/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-PAREJA-A1	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	pareja	A1	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=A1/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=A1/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=A1/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-PAREJA-A2	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	pareja	A2	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=A2/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=A2/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=A2/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-PAREJA-B1	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	pareja	B1	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=B1/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=B1/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=B1/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-PAREJA-B2	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	pareja	B2	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=B2/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=B2/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=B2/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-ECONOMICA-PATRIMONIAL-VIDA-PAREJA-C1	ENDIREH	genero	economica_patrimonial_vida	ENDIREH PISOS :: economica_patrimonial_vida	pareja	C1	proporcion_0_1	2016	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=C1/p	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=C1/ic95[0]	RESULT-ENDIREH2016-REST-TABLA#resultado=economica_patrimonial_vida&eje=pareja&categoria=C1/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-15-29-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	15-29|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=15-29&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=15-29&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=15-29&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-15-29-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	15-29|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=15-29&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=15-29&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=15-29&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-30-44-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	30-44|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=30-44&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=30-44&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=30-44&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-30-44-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	30-44|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=30-44&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=30-44&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=30-44&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-45-59-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	45-59|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=45-59&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=45-59&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=45-59&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
