serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENDIREH-AYUDA-BC-ENTIDAD-26-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	26|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=26&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=26&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=26&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ENTIDAD-27-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	27|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=27&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=27&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=27&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ENTIDAD-28-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	28|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=28&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=28&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=28&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ENTIDAD-29-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	29|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=29&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=29&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=29&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ENTIDAD-30-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	30|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=30&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=30&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=30&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ENTIDAD-31-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	31|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=31&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=31&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=31&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ENTIDAD-32-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	entidad	32|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=32&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=32&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=entidad&categoria=32&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ESCOLARIDAD-BASICA-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	escolaridad	basica|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=basica&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=basica&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=basica&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ESCOLARIDAD-MEDIA-SUPERIOR-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	escolaridad	media_superior|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=media_superior&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=media_superior&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=media_superior&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ESCOLARIDAD-NINGUNO-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	escolaridad	ninguno|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=ninguno&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=ninguno&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=ninguno&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-ESCOLARIDAD-SUPERIOR-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	escolaridad	superior|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=superior&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=superior&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=escolaridad&categoria=superior&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-LOCALIDAD-C-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	localidad	C|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=C&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=C&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=C&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-LOCALIDAD-R-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	localidad	R|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=R&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=R&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=R&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-LOCALIDAD-U-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	localidad	U|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=U&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=U&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=localidad&categoria=U&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=nacional&categoria=MX&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=nacional&categoria=MX&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=nacional&categoria=MX&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-PAREJA-B1-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	pareja	B1|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=B1&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=B1&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=B1&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-PAREJA-B2-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	pareja	B2|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=B2&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=B2&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=B2&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-BC-PAREJA-C1-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ayuda_bc	ENDIREH PISOS :: ayuda_bc	pareja	C1|VENTANA:desde_inicio_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=C1&ventana=desde_inicio_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=C1&ventana=desde_inicio_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=ayuda_bc&eje=pareja&categoria=C1&ventana=desde_inicio_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-EDAD-15-29	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	edad	15-29	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=15-29/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=15-29/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=15-29/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-EDAD-30-44	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	edad	30-44	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=30-44/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=30-44/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=30-44/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-EDAD-45-59	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	edad	45-59	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=45-59/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=45-59/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=45-59/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-EDAD-60	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	edad	60+	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=60%2B/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=60%2B/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=edad&categoria=60%2B/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-01	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	01	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=01/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=01/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=01/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-02	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	02	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=02/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=02/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=02/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-03	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	03	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=03/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=03/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=03/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-04	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	04	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=04/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=04/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=04/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-05	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	05	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=05/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=05/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=05/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-06	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	06	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=06/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=06/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=06/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-07	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	07	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=07/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=07/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=07/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-08	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	08	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=08/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=08/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=08/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-09	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	09	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=09/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=09/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=09/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-10	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	10	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=10/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=10/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=10/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-11	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	11	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=11/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=11/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=11/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-12	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	12	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=12/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=12/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=12/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-13	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	13	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=13/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=13/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=13/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-14	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	14	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=14/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=14/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=14/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-15	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	15	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=15/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=15/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=15/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-16	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	16	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=16/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=16/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=16/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-17	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	17	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=17/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=17/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=17/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-18	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	18	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=18/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=18/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=18/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-19	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	19	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=19/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=19/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=19/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-AYUDA-ENTIDAD-20	ENDIREH	genero	ayuda	ENDIREH PISOS :: ayuda	entidad	20	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-AYUDA-0001	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=20/p	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=20/ic95[0]	RESULT-ENDIREH2021-AYU-TABLA#resultado=ayuda&eje=entidad&categoria=20/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
